apt_name_dp,apt_IATA_dp,apt_time_dt_dp,apt_time_tm_dp,Country_dp,City_dp,apt_name_ds,apt_IATA_ds,apt_time_dt_ds,apt_time_tm_ds,City_ds,Country_ds,trip_class,price,ticket_sold_by,travel_type
Los Angeles International Airport,LAX,2025-12-06,23:45:00,USA,Los Angeles,Auckland Airport,AKL,2025-12-08,09:55:00,Auckland,New Zealand,Economy,1597,"['Qantas', 'Alaska']",One way
Los Angeles International Airport,LAX,2025-12-13,19:05:00,USA,Los Angeles,Auckland Airport,AKL,2025-12-15,05:00:00,Auckland,New Zealand,Economy,1962,[],One way
Los Angeles International Airport,LAX,2025-12-13,20:10:00,USA,Los Angeles,Auckland Airport,AKL,2025-12-15,06:05:00,Auckland,New Zealand,Economy,4106,[],One way
Los Angeles International Airport,LAX,2025-12-13,20:15:00,USA,Los Angeles,Dublin Airport,DUB,2025-12-14,14:30:00,Dublin,Ireland,Economy,727,"['American', 'Iberia']",One way
Los Angeles International Airport,LAX,2025-12-13,22:25:00,USA,Los Angeles,Auckland Airport,AKL,2025-12-15,08:35:00,Auckland,New Zealand,Economy,1863,[],One way
Los Angeles International Airport,LAX,2025-12-13,23:45:00,USA,Los Angeles,Auckland Airport,AKL,2025-12-15,09:55:00,Auckland,New Zealand,Economy,1792,"['Alaska', 'Qantas']",One way
Los Angeles International Airport,LAX,2025-12-20,19:05:00,USA,Los Angeles,Auckland Airport,AKL,2025-12-22,05:00:00,Auckland,New Zealand,Economy,3790,[],One way
Los Angeles International Airport,LAX,2025-12-20,20:10:00,USA,Los Angeles,Auckland Airport,AKL,2025-12-22,06:05:00,Auckland,New Zealand,Economy,3152,[],One way
Los Angeles International Airport,LAX,2025-12-20,20:15:00,USA,Los Angeles,Dublin Airport,DUB,2025-12-21,14:30:00,Dublin,Ireland,Economy,2278,"['American', 'Iberia']",One way
Los Angeles International Airport,LAX,2025-12-20,22:25:00,USA,Los Angeles,Auckland Airport,AKL,2025-12-22,08:35:00,Auckland,New Zealand,Economy,10619,[],One way
Los Angeles International Airport,LAX,2025-12-20,23:45:00,USA,Los Angeles,Auckland Airport,AKL,2025-12-22,09:55:00,Auckland,New Zealand,Economy,4646,"['Alaska', 'Qantas']",One way
Los Angeles International Airport,LAX,2025-12-27,19:05:00,USA,Los Angeles,Auckland Airport,AKL,2025-12-29,05:00:00,Auckland,New Zealand,Economy,1506,[],One way
Los Angeles International Airport,LAX,2025-12-27,20:10:00,USA,Los Angeles,Auckland Airport,AKL,2025-12-29,06:05:00,Auckland,New Zealand,Economy,1506,[],One way
Los Angeles International Airport,LAX,2025-12-27,20:15:00,USA,Los Angeles,Dublin Airport,DUB,2025-12-28,14:30:00,Dublin,Ireland,Economy,727,"['American', 'Iberia']",One way
Los Angeles International Airport,LAX,2025-12-27,22:25:00,USA,Los Angeles,Auckland Airport,AKL,2025-12-29,08:35:00,Auckland,New Zealand,Economy,1844,[],One way
Los Angeles International Airport,LAX,2025-12-27,23:45:00,USA,Los Angeles,Auckland Airport,AKL,2025-12-29,09:55:00,Auckland,New Zealand,Economy,1415,"['Qantas', 'Alaska']",One way
Los Angeles International Airport,LAX,2026-01-03,19:05:00,USA,Los Angeles,Auckland Airport,AKL,2026-01-05,05:00:00,Auckland,New Zealand,Economy,1506,[],One way
Los Angeles International Airport,LAX,2026-01-03,20:10:00,USA,Los Angeles,Auckland Airport,AKL,2026-01-05,06:05:00,Auckland,New Zealand,Economy,1506,[],One way
Los Angeles International Airport,LAX,2026-01-03,20:15:00,USA,Los Angeles,Dublin Airport,DUB,2026-01-04,14:30:00,Dublin,Ireland,Economy,1036,"['American', 'Iberia']",One way
Los Angeles International Airport,LAX,2026-01-03,22:25:00,USA,Los Angeles,Auckland Airport,AKL,2026-01-05,08:35:00,Auckland,New Zealand,Economy,1485,[],One way
Los Angeles International Airport,LAX,2026-01-03,23:45:00,USA,Los Angeles,Auckland Airport,AKL,2026-01-05,09:55:00,Auckland,New Zealand,Economy,1415,"['Qantas', 'Alaska']",One way
Los Angeles International Airport,LAX,2026-01-10,19:05:00,USA,Los Angeles,Auckland Airport,AKL,2026-01-12,05:00:00,Auckland,New Zealand,Economy,1506,[],One way
Los Angeles International Airport,LAX,2026-01-10,20:10:00,USA,Los Angeles,Auckland Airport,AKL,2026-01-12,06:05:00,Auckland,New Zealand,Economy,1506,[],One way
Los Angeles International Airport,LAX,2026-01-10,22:25:00,USA,Los Angeles,Auckland Airport,AKL,2026-01-12,08:35:00,Auckland,New Zealand,Economy,1485,[],One way
Los Angeles International Airport,LAX,2026-01-10,23:45:00,USA,Los Angeles,Auckland Airport,AKL,2026-01-12,09:55:00,Auckland,New Zealand,Economy,1415,"['Qantas', 'Alaska']",One way
Los Angeles International Airport,LAX,2026-01-17,19:05:00,USA,Los Angeles,Auckland Airport,AKL,2026-01-19,05:00:00,Auckland,New Zealand,Economy,1506,[],One way
Los Angeles International Airport,LAX,2026-01-17,20:10:00,USA,Los Angeles,Auckland Airport,AKL,2026-01-19,06:05:00,Auckland,New Zealand,Economy,1506,[],One way
Los Angeles International Airport,LAX,2026-01-17,22:25:00,USA,Los Angeles,Auckland Airport,AKL,2026-01-19,08:35:00,Auckland,New Zealand,Economy,1415,[],One way
Los Angeles International Airport,LAX,2026-01-17,23:45:00,USA,Los Angeles,Auckland Airport,AKL,2026-01-19,09:55:00,Auckland,New Zealand,Economy,1910,"['Alaska', 'Qantas']",One way
Los Angeles International Airport,LAX,2026-01-24,19:05:00,USA,Los Angeles,Auckland Airport,AKL,2026-01-26,05:00:00,Auckland,New Zealand,Economy,1233,[],One way
Los Angeles International Airport,LAX,2026-01-24,20:10:00,USA,Los Angeles,Auckland Airport,AKL,2026-01-26,06:05:00,Auckland,New Zealand,Economy,1233,[],One way
Los Angeles International Airport,LAX,2026-01-24,22:25:00,USA,Los Angeles,Auckland Airport,AKL,2026-01-26,08:35:00,Auckland,New Zealand,Economy,1141,[],One way
Los Angeles International Airport,LAX,2026-01-24,23:45:00,USA,Los Angeles,Auckland Airport,AKL,2026-01-26,09:55:00,Auckland,New Zealand,Economy,1352,"['Qantas', 'Alaska']",One way
Los Angeles International Airport,LAX,2026-01-31,19:05:00,USA,Los Angeles,Auckland Airport,AKL,2026-02-02,05:00:00,Auckland,New Zealand,Economy,1233,[],One way
Los Angeles International Airport,LAX,2026-01-31,20:10:00,USA,Los Angeles,Auckland Airport,AKL,2026-02-02,06:05:00,Auckland,New Zealand,Economy,1233,[],One way
Los Angeles International Airport,LAX,2026-01-31,22:25:00,USA,Los Angeles,Auckland Airport,AKL,2026-02-02,08:35:00,Auckland,New Zealand,Economy,1141,[],One way
Los Angeles International Airport,LAX,2026-01-31,23:45:00,USA,Los Angeles,Auckland Airport,AKL,2026-02-02,09:55:00,Auckland,New Zealand,Economy,1141,"['Qantas', 'Alaska']",One way
Los Angeles International Airport,LAX,2026-02-07,19:05:00,USA,Los Angeles,Auckland Airport,AKL,2026-02-09,05:00:00,Auckland,New Zealand,Economy,1233,[],One way
Los Angeles International Airport,LAX,2026-02-07,20:10:00,USA,Los Angeles,Auckland Airport,AKL,2026-02-09,06:05:00,Auckland,New Zealand,Economy,1233,[],One way
Los Angeles International Airport,LAX,2026-02-07,22:30:00,USA,Los Angeles,Auckland Airport,AKL,2026-02-09,08:35:00,Auckland,New Zealand,Economy,1141,[],One way
Los Angeles International Airport,LAX,2026-02-07,23:45:00,USA,Los Angeles,Auckland Airport,AKL,2026-02-09,09:55:00,Auckland,New Zealand,Economy,1141,"['Qantas', 'Alaska']",One way
Los Angeles International Airport,LAX,2026-02-14,19:05:00,USA,Los Angeles,Auckland Airport,AKL,2026-02-16,05:00:00,Auckland,New Zealand,Economy,1233,[],One way
Los Angeles International Airport,LAX,2026-02-14,20:10:00,USA,Los Angeles,Auckland Airport,AKL,2026-02-16,06:05:00,Auckland,New Zealand,Economy,1233,[],One way
Los Angeles International Airport,LAX,2026-02-14,22:30:00,USA,Los Angeles,Auckland Airport,AKL,2026-02-16,08:35:00,Auckland,New Zealand,Economy,1141,[],One way
Los Angeles International Airport,LAX,2026-02-14,23:30:00,USA,Los Angeles,Auckland Airport,AKL,2026-02-16,10:05:00,Auckland,New Zealand,Economy,1141,"['Qantas', 'Alaska']",One way
San Francisco International Airport,SFO,2025-11-29,17:20:00,USA,San Francisco,Dublin Airport,DUB,2025-11-30,11:25:00,Dublin,Ireland,Economy,727,"['American', 'Iberia']",One way
San Francisco International Airport,SFO,2025-11-29,19:50:00,USA,San Francisco,Auckland Airport,AKL,2025-12-01,05:45:00,Auckland,New Zealand,Economy,1459,['United'],One way
San Francisco International Airport,SFO,2025-11-29,22:45:00,USA,San Francisco,Auckland Airport,AKL,2025-12-01,09:10:00,Auckland,New Zealand,Economy,1314,[],One way
San Francisco International Airport,SFO,2025-12-06,17:20:00,USA,San Francisco,Dublin Airport,DUB,2025-12-07,11:25:00,Dublin,Ireland,Economy,727,"['American', 'Iberia']",One way
San Francisco International Airport,SFO,2025-12-06,19:50:00,USA,San Francisco,Auckland Airport,AKL,2025-12-08,05:45:00,Auckland,New Zealand,Economy,1729,['United'],One way
San Francisco International Airport,SFO,2025-12-06,22:45:00,USA,San Francisco,Auckland Airport,AKL,2025-12-08,09:10:00,Auckland,New Zealand,Economy,1585,[],One way
San Francisco International Airport,SFO,2025-12-13,17:20:00,USA,San Francisco,Dublin Airport,DUB,2025-12-14,11:25:00,Dublin,Ireland,Economy,727,"['American', 'Iberia']",One way
San Francisco International Airport,SFO,2025-12-13,19:50:00,USA,San Francisco,Auckland Airport,AKL,2025-12-15,05:45:00,Auckland,New Zealand,Economy,2361,['United'],One way
San Francisco International Airport,SFO,2025-12-13,22:45:00,USA,San Francisco,Auckland Airport,AKL,2025-12-15,09:10:00,Auckland,New Zealand,Economy,1856,[],One way
San Francisco International Airport,SFO,2025-12-20,17:20:00,USA,San Francisco,Dublin Airport,DUB,2025-12-21,11:25:00,Dublin,Ireland,Economy,2300,"['American', 'Iberia']",One way
San Francisco International Airport,SFO,2025-12-20,19:50:00,USA,San Francisco,Auckland Airport,AKL,2025-12-22,05:45:00,Auckland,New Zealand,Economy,3517,['United'],One way
San Francisco International Airport,SFO,2025-12-20,22:45:00,USA,San Francisco,Auckland Airport,AKL,2025-12-22,09:10:00,Auckland,New Zealand,Economy,3010,[],One way
San Francisco International Airport,SFO,2025-12-27,17:20:00,USA,San Francisco,Dublin Airport,DUB,2025-12-28,11:25:00,Dublin,Ireland,Economy,769,"['American', 'Iberia']",One way
San Francisco International Airport,SFO,2025-12-27,19:50:00,USA,San Francisco,Auckland Airport,AKL,2025-12-29,05:45:00,Auckland,New Zealand,Economy,1909,['United'],One way
San Francisco International Airport,SFO,2025-12-27,22:45:00,USA,San Francisco,Auckland Airport,AKL,2025-12-29,09:10:00,Auckland,New Zealand,Economy,1505,[],One way
San Francisco International Airport,SFO,2026-01-03,17:20:00,USA,San Francisco,Dublin Airport,DUB,2026-01-04,11:25:00,Dublin,Ireland,Economy,1415,"['American', 'Iberia']",One way
San Francisco International Airport,SFO,2026-01-03,19:50:00,USA,San Francisco,Auckland Airport,AKL,2026-01-05,05:45:00,Auckland,New Zealand,Economy,1548,['United'],One way
San Francisco International Airport,SFO,2026-01-03,22:45:00,USA,San Francisco,Auckland Airport,AKL,2026-01-05,09:10:00,Auckland,New Zealand,Economy,1404,[],One way
San Francisco International Airport,SFO,2026-01-10,17:20:00,USA,San Francisco,Dublin Airport,DUB,2026-01-11,11:25:00,Dublin,Ireland,Economy,769,"['American', 'Iberia']",One way
San Francisco International Airport,SFO,2026-01-10,19:50:00,USA,San Francisco,Auckland Airport,AKL,2026-01-12,05:45:00,Auckland,New Zealand,Economy,1548,['United'],One way
San Francisco International Airport,SFO,2026-01-10,22:45:00,USA,San Francisco,Auckland Airport,AKL,2026-01-12,09:10:00,Auckland,New Zealand,Economy,1404,[],One way
San Francisco International Airport,SFO,2026-01-17,17:20:00,USA,San Francisco,Dublin Airport,DUB,2026-01-18,11:25:00,Dublin,Ireland,Economy,727,"['American', 'Iberia']",One way
San Francisco International Airport,SFO,2026-01-17,19:50:00,USA,San Francisco,Auckland Airport,AKL,2026-01-19,05:45:00,Auckland,New Zealand,Economy,1548,['United'],One way
San Francisco International Airport,SFO,2026-01-17,22:45:00,USA,San Francisco,Auckland Airport,AKL,2026-01-19,09:10:00,Auckland,New Zealand,Economy,1404,[],One way
San Francisco International Airport,SFO,2026-01-24,17:20:00,USA,San Francisco,Dublin Airport,DUB,2026-01-25,11:25:00,Dublin,Ireland,Economy,727,"['American', 'Iberia']",One way
San Francisco International Airport,SFO,2026-01-24,19:50:00,USA,San Francisco,Auckland Airport,AKL,2026-01-26,05:45:00,Auckland,New Zealand,Economy,1278,['United'],One way
San Francisco International Airport,SFO,2026-01-24,22:45:00,USA,San Francisco,Auckland Airport,AKL,2026-01-26,09:10:00,Auckland,New Zealand,Economy,1133,[],One way
San Francisco International Airport,SFO,2026-01-31,17:20:00,USA,San Francisco,Dublin Airport,DUB,2026-02-01,11:25:00,Dublin,Ireland,Economy,727,"['American', 'Iberia']",One way
San Francisco International Airport,SFO,2026-01-31,19:50:00,USA,San Francisco,Auckland Airport,AKL,2026-02-02,05:45:00,Auckland,New Zealand,Economy,1278,['United'],One way
San Francisco International Airport,SFO,2026-01-31,22:45:00,USA,San Francisco,Auckland Airport,AKL,2026-02-02,09:10:00,Auckland,New Zealand,Economy,1133,[],One way
San Francisco International Airport,SFO,2026-02-07,17:20:00,USA,San Francisco,Dublin Airport,DUB,2026-02-08,11:25:00,Dublin,Ireland,Economy,727,"['American', 'Iberia']",One way
San Francisco International Airport,SFO,2026-02-07,19:50:00,USA,San Francisco,Auckland Airport,AKL,2026-02-09,05:45:00,Auckland,New Zealand,Economy,1278,['United'],One way
San Francisco International Airport,SFO,2026-02-07,22:45:00,USA,San Francisco,Auckland Airport,AKL,2026-02-09,09:10:00,Auckland,New Zealand,Economy,1133,[],One way
San Francisco International Airport,SFO,2026-02-14,17:20:00,USA,San Francisco,Dublin Airport,DUB,2026-02-15,11:25:00,Dublin,Ireland,Economy,727,"['American', 'Iberia']",One way
San Francisco International Airport,SFO,2026-02-14,19:50:00,USA,San Francisco,Auckland Airport,AKL,2026-02-16,05:45:00,Auckland,New Zealand,Economy,1278,['United'],One way
San Francisco International Airport,SFO,2026-02-14,22:45:00,USA,San Francisco,Auckland Airport,AKL,2026-02-16,09:10:00,Auckland,New Zealand,Economy,1133,[],One way
Chicago O'Hare International Airport,ORD,2025-11-29,15:50:00,USA,Chicago,Dublin Airport,DUB,2025-11-30,05:10:00,Dublin,Ireland,Economy,651,"['American', 'Iberia']",One way
Chicago O'Hare International Airport,ORD,2025-11-29,18:35:00,USA,Chicago,Dublin Airport,DUB,2025-11-30,08:10:00,Dublin,Ireland,Economy,651,"['Lufthansa', 'Brussels Airlines']",One way
Chicago O'Hare International Airport,ORD,2025-11-29,19:40:00,USA,Chicago,Dublin Airport,DUB,2025-11-30,09:00:00,Dublin,Ireland,Economy,651,"['American', 'Iberia']",One way
Chicago O'Hare International Airport,ORD,2025-12-06,15:50:00,USA,Chicago,Dublin Airport,DUB,2025-12-07,05:10:00,Dublin,Ireland,Economy,651,"['American', 'Iberia']",One way
Chicago O'Hare International Airport,ORD,2025-12-06,18:35:00,USA,Chicago,Dublin Airport,DUB,2025-12-07,08:10:00,Dublin,Ireland,Economy,651,"['Lufthansa', 'Brussels Airlines']",One way
Chicago O'Hare International Airport,ORD,2025-12-06,19:40:00,USA,Chicago,Dublin Airport,DUB,2025-12-07,09:00:00,Dublin,Ireland,Economy,651,"['American', 'Iberia']",One way
Chicago O'Hare International Airport,ORD,2025-12-13,15:50:00,USA,Chicago,Dublin Airport,DUB,2025-12-14,05:10:00,Dublin,Ireland,Economy,651,"['American', 'Iberia']",One way
Chicago O'Hare International Airport,ORD,2025-12-13,18:35:00,USA,Chicago,Dublin Airport,DUB,2025-12-14,08:10:00,Dublin,Ireland,Economy,651,"['Lufthansa', 'Brussels Airlines']",One way
Chicago O'Hare International Airport,ORD,2025-12-13,19:40:00,USA,Chicago,Dublin Airport,DUB,2025-12-14,09:00:00,Dublin,Ireland,Economy,651,"['American', 'Iberia']",One way
Chicago O'Hare International Airport,ORD,2025-12-20,15:50:00,USA,Chicago,Dublin Airport,DUB,2025-12-21,05:10:00,Dublin,Ireland,Economy,2951,"['American', 'Iberia']",One way
Chicago O'Hare International Airport,ORD,2025-12-20,18:35:00,USA,Chicago,Dublin Airport,DUB,2025-12-21,08:10:00,Dublin,Ireland,Economy,1011,"['Lufthansa', 'Brussels Airlines']",One way
Chicago O'Hare International Airport,ORD,2025-12-20,19:40:00,USA,Chicago,Dublin Airport,DUB,2025-12-21,09:00:00,Dublin,Ireland,Economy,2313,"['American', 'Iberia']",One way
Chicago O'Hare International Airport,ORD,2025-12-27,15:50:00,USA,Chicago,Dublin Airport,DUB,2025-12-28,05:10:00,Dublin,Ireland,Economy,859,"['American', 'Iberia']",One way
Chicago O'Hare International Airport,ORD,2025-12-27,18:35:00,USA,Chicago,Dublin Airport,DUB,2025-12-28,08:10:00,Dublin,Ireland,Economy,651,"['Lufthansa', 'Brussels Airlines']",One way
Chicago O'Hare International Airport,ORD,2025-12-27,19:40:00,USA,Chicago,Dublin Airport,DUB,2025-12-28,09:00:00,Dublin,Ireland,Economy,859,"['American', 'Iberia']",One way
Chicago O'Hare International Airport,ORD,2026-01-03,18:35:00,USA,Chicago,Dublin Airport,DUB,2026-01-04,08:10:00,Dublin,Ireland,Economy,705,"['Lufthansa', 'Brussels Airlines']",One way
Chicago O'Hare International Airport,ORD,2026-01-03,19:40:00,USA,Chicago,Dublin Airport,DUB,2026-01-04,09:00:00,Dublin,Ireland,Economy,1464,"['Iberia', 'American']",One way
Chicago O'Hare International Airport,ORD,2026-01-10,18:35:00,USA,Chicago,Dublin Airport,DUB,2026-01-11,08:10:00,Dublin,Ireland,Economy,651,"['Lufthansa', 'Brussels Airlines']",One way
Chicago O'Hare International Airport,ORD,2026-01-10,21:00:00,USA,Chicago,Dublin Airport,DUB,2026-01-11,10:20:00,Dublin,Ireland,Economy,859,"['American', 'Iberia']",One way
Chicago O'Hare International Airport,ORD,2026-01-17,18:35:00,USA,Chicago,Dublin Airport,DUB,2026-01-18,08:10:00,Dublin,Ireland,Economy,651,"['Lufthansa', 'Brussels Airlines']",One way
Chicago O'Hare International Airport,ORD,2026-01-17,21:00:00,USA,Chicago,Dublin Airport,DUB,2026-01-18,10:20:00,Dublin,Ireland,Economy,651,"['American', 'Iberia']",One way
Chicago O'Hare International Airport,ORD,2026-01-24,18:35:00,USA,Chicago,Dublin Airport,DUB,2026-01-25,08:10:00,Dublin,Ireland,Economy,651,"['Lufthansa', 'Brussels Airlines']",One way
Chicago O'Hare International Airport,ORD,2026-01-24,21:00:00,USA,Chicago,Dublin Airport,DUB,2026-01-25,10:20:00,Dublin,Ireland,Economy,651,"['American', 'Iberia']",One way
Chicago O'Hare International Airport,ORD,2026-01-31,18:35:00,USA,Chicago,Dublin Airport,DUB,2026-02-01,08:10:00,Dublin,Ireland,Economy,651,"['Lufthansa', 'Brussels Airlines']",One way
Chicago O'Hare International Airport,ORD,2026-01-31,21:00:00,USA,Chicago,Dublin Airport,DUB,2026-02-01,10:20:00,Dublin,Ireland,Economy,651,"['American', 'Iberia']",One way
Chicago O'Hare International Airport,ORD,2026-02-07,18:35:00,USA,Chicago,Dublin Airport,DUB,2026-02-08,08:10:00,Dublin,Ireland,Economy,651,"['Lufthansa', 'Brussels Airlines']",One way
Chicago O'Hare International Airport,ORD,2026-02-07,21:00:00,USA,Chicago,Dublin Airport,DUB,2026-02-08,10:20:00,Dublin,Ireland,Economy,651,"['American', 'Iberia']",One way
Chicago O'Hare International Airport,ORD,2026-02-14,18:35:00,USA,Chicago,Dublin Airport,DUB,2026-02-15,08:10:00,Dublin,Ireland,Economy,651,"['Lufthansa', 'Brussels Airlines']",One way
Chicago O'Hare International Airport,ORD,2026-02-14,21:00:00,USA,Chicago,Dublin Airport,DUB,2026-02-15,10:20:00,Dublin,Ireland,Economy,651,"['American', 'Iberia']",One way
Dallas Fort Worth International Airport,DFW,2025-11-29,16:35:00,USA,Dallas–Fort Worth,Dublin Airport,DUB,2025-11-30,07:10:00,Dublin,Ireland,Economy,675,"['Iberia', 'Finnair', 'Aer Lingus']",One way
Dallas Fort Worth International Airport,DFW,2025-11-29,22:55:00,USA,Dallas–Fort Worth,Auckland Airport,AKL,2025-12-01,09:10:00,Auckland,New Zealand,Economy,2094,['Qantas'],One way
Dallas Fort Worth International Airport,DFW,2025-12-06,16:40:00,USA,Dallas–Fort Worth,Dublin Airport,DUB,2025-12-07,07:10:00,Dublin,Ireland,Economy,675,"['Iberia', 'Finnair', 'Aer Lingus']",One way
Dallas Fort Worth International Airport,DFW,2025-12-06,22:59:00,USA,Dallas–Fort Worth,Auckland Airport,AKL,2025-12-08,09:10:00,Auckland,New Zealand,Economy,2459,['Qantas'],One way
Dallas Fort Worth International Airport,DFW,2025-12-13,16:40:00,USA,Dallas–Fort Worth,Dublin Airport,DUB,2025-12-14,07:10:00,Dublin,Ireland,Economy,868,"['Iberia', 'Finnair', 'Aer Lingus']",One way
Dallas Fort Worth International Airport,DFW,2025-12-13,22:59:00,USA,Dallas–Fort Worth,Auckland Airport,AKL,2025-12-15,09:10:00,Auckland,New Zealand,Economy,3051,['Qantas'],One way
Dallas Fort Worth International Airport,DFW,2025-12-20,16:45:00,USA,Dallas–Fort Worth,Dublin Airport,DUB,2025-12-21,07:10:00,Dublin,Ireland,Economy,2184,"['Iberia', 'Finnair', 'Aer Lingus']",One way
Dallas Fort Worth International Airport,DFW,2025-12-20,22:59:00,USA,Dallas–Fort Worth,Auckland Airport,AKL,2025-12-22,09:10:00,Auckland,New Zealand,Economy,3507,['Qantas'],One way
Dallas Fort Worth International Airport,DFW,2025-12-27,16:45:00,USA,Dallas–Fort Worth,Dublin Airport,DUB,2025-12-28,07:10:00,Dublin,Ireland,Economy,991,"['Iberia', 'Finnair', 'Aer Lingus']",One way
Dallas Fort Worth International Airport,DFW,2025-12-27,22:59:00,USA,Dallas–Fort Worth,Auckland Airport,AKL,2025-12-29,09:10:00,Auckland,New Zealand,Economy,2321,['Qantas'],One way
Dallas Fort Worth International Airport,DFW,2026-01-03,16:45:00,USA,Dallas–Fort Worth,Dublin Airport,DUB,2026-01-04,07:10:00,Dublin,Ireland,Economy,1131,"['Aer Lingus', 'Iberia', 'Finnair']",One way
Dallas Fort Worth International Airport,DFW,2026-01-03,22:59:00,USA,Dallas–Fort Worth,Auckland Airport,AKL,2026-01-05,09:10:00,Auckland,New Zealand,Economy,2230,['Qantas'],One way
Dallas Fort Worth International Airport,DFW,2026-01-10,22:59:00,USA,Dallas–Fort Worth,Auckland Airport,AKL,2026-01-12,09:10:00,Auckland,New Zealand,Economy,2230,['Qantas'],One way
Dallas Fort Worth International Airport,DFW,2026-01-17,22:59:00,USA,Dallas–Fort Worth,Auckland Airport,AKL,2026-01-19,09:10:00,Auckland,New Zealand,Economy,2321,['Qantas'],One way
Dallas Fort Worth International Airport,DFW,2026-01-24,22:59:00,USA,Dallas–Fort Worth,Auckland Airport,AKL,2026-01-26,09:10:00,Auckland,New Zealand,Economy,1957,['Qantas'],One way
Dallas Fort Worth International Airport,DFW,2026-01-31,22:59:00,USA,Dallas–Fort Worth,Auckland Airport,AKL,2026-02-02,09:10:00,Auckland,New Zealand,Economy,1865,['Qantas'],One way
Dallas Fort Worth International Airport,DFW,2026-02-07,22:59:00,USA,Dallas–Fort Worth,Auckland Airport,AKL,2026-02-09,09:10:00,Auckland,New Zealand,Economy,1865,['Qantas'],One way
Dallas Fort Worth International Airport,DFW,2026-02-14,22:59:00,USA,Dallas–Fort Worth,Auckland Airport,AKL,2026-02-16,09:10:00,Auckland,New Zealand,Economy,1865,['Qantas'],One way
Paris Charles de Gaulle Airport,CDG,2025-11-29,07:10:00,France,Paris,Dublin Airport,DUB,2025-11-29,08:00:00,Dublin,Ireland,Economy,173,[],One way
Paris Charles de Gaulle Airport,CDG,2025-11-29,10:10:00,France,Paris,Dublin Airport,DUB,2025-11-29,11:00:00,Dublin,Ireland,Economy,685,[],One way
Paris Charles de Gaulle Airport,CDG,2025-11-29,13:15:00,France,Paris,Dublin Airport,DUB,2025-11-29,14:00:00,Dublin,Ireland,Economy,378,[],One way
Paris Charles de Gaulle Airport,CDG,2025-11-29,14:55:00,France,Paris,Dublin Airport,DUB,2025-11-29,15:45:00,Dublin,Ireland,Economy,173,[],One way
Paris Charles de Gaulle Airport,CDG,2025-11-29,16:45:00,France,Paris,Dublin Airport,DUB,2025-11-29,17:30:00,Dublin,Ireland,Economy,241,[],One way
Paris Charles de Gaulle Airport,CDG,2025-11-29,21:20:00,France,Paris,Dublin Airport,DUB,2025-11-29,22:05:00,Dublin,Ireland,Economy,274,[],One way
Paris Charles de Gaulle Airport,CDG,2025-11-29,22:05:00,France,Paris,Dublin Airport,DUB,2025-11-29,22:55:00,Dublin,Ireland,Economy,173,[],One way
Paris Charles de Gaulle Airport,CDG,2025-12-06,07:00:00,France,Paris,Dublin Airport,DUB,2025-12-06,07:50:00,Dublin,Ireland,Economy,142,[],One way
Paris Charles de Gaulle Airport,CDG,2025-12-06,10:10:00,France,Paris,Dublin Airport,DUB,2025-12-06,11:00:00,Dublin,Ireland,Economy,146,[],One way
Paris Charles de Gaulle Airport,CDG,2025-12-06,13:15:00,France,Paris,Dublin Airport,DUB,2025-12-06,14:00:00,Dublin,Ireland,Economy,146,[],One way
Paris Charles de Gaulle Airport,CDG,2025-12-06,14:55:00,France,Paris,Dublin Airport,DUB,2025-12-06,15:45:00,Dublin,Ireland,Economy,231,[],One way
Paris Charles de Gaulle Airport,CDG,2025-12-06,16:45:00,France,Paris,Dublin Airport,DUB,2025-12-06,17:30:00,Dublin,Ireland,Economy,217,[],One way
Paris Charles de Gaulle Airport,CDG,2025-12-06,21:20:00,France,Paris,Dublin Airport,DUB,2025-12-06,22:05:00,Dublin,Ireland,Economy,274,[],One way
Paris Charles de Gaulle Airport,CDG,2025-12-06,22:05:00,France,Paris,Dublin Airport,DUB,2025-12-06,22:55:00,Dublin,Ireland,Economy,191,[],One way
Paris Charles de Gaulle Airport,CDG,2025-12-13,07:00:00,France,Paris,Dublin Airport,DUB,2025-12-13,07:50:00,Dublin,Ireland,Economy,121,[],One way
Paris Charles de Gaulle Airport,CDG,2025-12-13,10:10:00,France,Paris,Dublin Airport,DUB,2025-12-13,11:00:00,Dublin,Ireland,Economy,84,[],One way
Paris Charles de Gaulle Airport,CDG,2025-12-13,13:15:00,France,Paris,Dublin Airport,DUB,2025-12-13,14:00:00,Dublin,Ireland,Economy,133,[],One way
Paris Charles de Gaulle Airport,CDG,2025-12-13,14:55:00,France,Paris,Dublin Airport,DUB,2025-12-13,15:45:00,Dublin,Ireland,Economy,121,[],One way
Paris Charles de Gaulle Airport,CDG,2025-12-13,16:45:00,France,Paris,Dublin Airport,DUB,2025-12-13,17:30:00,Dublin,Ireland,Economy,146,[],One way
Paris Charles de Gaulle Airport,CDG,2025-12-13,21:20:00,France,Paris,Dublin Airport,DUB,2025-12-13,22:05:00,Dublin,Ireland,Economy,146,[],One way
Paris Charles de Gaulle Airport,CDG,2025-12-13,22:05:00,France,Paris,Dublin Airport,DUB,2025-12-13,22:55:00,Dublin,Ireland,Economy,121,[],One way
Paris Charles de Gaulle Airport,CDG,2025-12-20,07:00:00,France,Paris,Dublin Airport,DUB,2025-12-20,07:50:00,Dublin,Ireland,Economy,142,[],One way
