apt_name_dp,apt_IATA_dp,apt_time_dt_dp,apt_time_tm_dp,apt_name_ds,apt_IATA_ds,apt_time_dt_ds,apt_time_tm_ds,trip_class,price,ticket_sold_by,travel_type
Vancouver International Airport,YVR,2026-01-03,00:10:00,Toronto Pearson International Airport,YYZ,2026-01-03,07:50:00,Economy,361,[],One way
Vancouver International Airport,YVR,2026-01-03,05:30:00,Toronto Pearson International Airport,YYZ,2026-01-03,13:05:00,Economy,433,[],One way
Vancouver International Airport,YVR,2026-01-03,06:00:00,Toronto Pearson International Airport,YYZ,2026-01-03,13:40:00,Economy,576,[],One way
Vancouver International Airport,YVR,2026-01-03,07:00:00,Calgary International Airport,YYC,2026-01-03,09:35:00,Economy,97,[],One way
Vancouver International Airport,YVR,2026-01-03,07:00:00,Toronto Pearson International Airport,YYZ,2026-01-03,14:32:00,Economy,491,['Air Transat'],One way
Vancouver International Airport,YVR,2026-01-03,07:15:00,Edmonton International Airport,YEG,2026-01-03,09:50:00,Economy,141,[],One way
Vancouver International Airport,YVR,2026-01-03,07:35:00,Toronto Pearson International Airport,YYZ,2026-01-03,15:10:00,Economy,570,[],One way
Vancouver International Airport,YVR,2026-01-03,08:00:00,Edmonton International Airport,YEG,2026-01-03,10:37:00,Economy,230,[],One way
Vancouver International Airport,YVR,2026-01-03,08:10:00,Calgary International Airport,YYC,2026-01-03,10:39:00,Economy,287,[],One way
Vancouver International Airport,YVR,2026-01-03,08:15:00,Calgary International Airport,YYC,2026-01-03,10:50:00,Economy,158,[],One way
Vancouver International Airport,YVR,2026-01-03,08:30:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-03,16:27:00,Economy,498,['Air Transat'],One way
Vancouver International Airport,YVR,2026-01-03,08:45:00,Toronto Pearson International Airport,YYZ,2026-01-03,16:09:00,Economy,570,[],One way
Vancouver International Airport,YVR,2026-01-03,08:50:00,Calgary International Airport,YYC,2026-01-03,11:20:00,Economy,119,[],One way
Vancouver International Airport,YVR,2026-01-03,09:00:00,Edmonton International Airport,YEG,2026-01-03,11:42:00,Economy,172,[],One way
Vancouver International Airport,YVR,2026-01-03,09:20:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-03,17:00:00,Economy,572,[],One way
Vancouver International Airport,YVR,2026-01-03,09:30:00,Toronto Pearson International Airport,YYZ,2026-01-03,16:59:00,Economy,570,[],One way
Vancouver International Airport,YVR,2026-01-03,10:15:00,Calgary International Airport,YYC,2026-01-03,12:50:00,Economy,357,[],One way
Vancouver International Airport,YVR,2026-01-03,10:20:00,Edmonton International Airport,YEG,2026-01-03,12:54:00,Economy,253,[],One way
Vancouver International Airport,YVR,2026-01-03,10:20:00,Toronto Pearson International Airport,YYZ,2026-01-03,17:55:00,Economy,570,[],One way
Vancouver International Airport,YVR,2026-01-03,11:30:00,Calgary International Airport,YYC,2026-01-03,13:55:00,Economy,240,[],One way
Vancouver International Airport,YVR,2026-01-03,11:35:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-03,19:25:00,Economy,572,[],One way
Vancouver International Airport,YVR,2026-01-03,11:45:00,Calgary International Airport,YYC,2026-01-03,14:20:00,Economy,262,[],One way
Vancouver International Airport,YVR,2026-01-03,12:10:00,Toronto Pearson International Airport,YYZ,2026-01-03,19:35:00,Economy,661,[],One way
Vancouver International Airport,YVR,2026-01-03,12:15:00,Calgary International Airport,YYC,2026-01-03,14:45:00,Economy,162,[],One way
Vancouver International Airport,YVR,2026-01-03,12:25:00,Toronto Pearson International Airport,YYZ,2026-01-03,19:57:00,Economy,821,['Air Transat'],One way
Vancouver International Airport,YVR,2026-01-03,12:30:00,Edmonton International Airport,YEG,2026-01-03,15:09:00,Economy,172,[],One way
Vancouver International Airport,YVR,2026-01-03,13:10:00,Calgary International Airport,YYC,2026-01-03,15:39:00,Economy,240,[],One way
Vancouver International Airport,YVR,2026-01-03,13:20:00,Edmonton International Airport,YEG,2026-01-03,15:57:00,Economy,353,[],One way
Vancouver International Airport,YVR,2026-01-03,13:30:00,Toronto Pearson International Airport,YYZ,2026-01-03,20:54:00,Economy,570,[],One way
Vancouver International Airport,YVR,2026-01-03,13:45:00,Calgary International Airport,YYC,2026-01-03,16:15:00,Economy,287,[],One way
Vancouver International Airport,YVR,2026-01-03,14:00:00,Toronto Pearson International Airport,YYZ,2026-01-03,21:37:00,Economy,570,[],One way
Vancouver International Airport,YVR,2026-01-03,14:15:00,Toronto Pearson International Airport,YYZ,2026-01-03,21:53:00,Economy,890,[],One way
Vancouver International Airport,YVR,2026-01-03,14:25:00,Edmonton International Airport,YEG,2026-01-03,17:04:00,Economy,172,[],One way
Vancouver International Airport,YVR,2026-01-03,15:10:00,Calgary International Airport,YYC,2026-01-03,17:39:00,Economy,287,[],One way
Vancouver International Airport,YVR,2026-01-03,15:45:00,Edmonton International Airport,YEG,2026-01-03,18:19:00,Economy,253,[],One way
Vancouver International Airport,YVR,2026-01-03,15:45:00,Calgary International Airport,YYC,2026-01-03,18:16:00,Economy,318,[],One way
Vancouver International Airport,YVR,2026-01-03,15:45:00,Toronto Pearson International Airport,YYZ,2026-01-03,23:22:00,Economy,570,[],One way
Vancouver International Airport,YVR,2026-01-03,16:20:00,Toronto Pearson International Airport,YYZ,2026-01-03,23:52:00,Economy,661,['Air Transat'],One way
Vancouver International Airport,YVR,2026-01-03,16:35:00,Calgary International Airport,YYC,2026-01-03,19:04:00,Economy,185,[],One way
Vancouver International Airport,YVR,2026-01-03,16:45:00,Calgary International Airport,YYC,2026-01-03,19:15:00,Economy,262,[],One way
Vancouver International Airport,YVR,2026-01-03,17:00:00,Toronto Pearson International Airport,YYZ,2026-01-04,00:38:00,Economy,500,[],One way
Vancouver International Airport,YVR,2026-01-03,17:15:00,Edmonton International Airport,YEG,2026-01-03,19:50:00,Economy,155,[],One way
Vancouver International Airport,YVR,2026-01-03,17:15:00,Calgary International Airport,YYC,2026-01-03,19:44:00,Economy,168,[],One way
Vancouver International Airport,YVR,2026-01-03,17:40:00,Calgary International Airport,YYC,2026-01-03,20:09:00,Economy,168,[],One way
Vancouver International Airport,YVR,2026-01-03,17:40:00,Toronto Pearson International Airport,YYZ,2026-01-04,01:17:00,Economy,491,[],One way
Vancouver International Airport,YVR,2026-01-03,18:10:00,Edmonton International Airport,YEG,2026-01-03,20:47:00,Economy,311,[],One way
Vancouver International Airport,YVR,2026-01-03,18:15:00,Edmonton International Airport,YEG,2026-01-03,20:54:00,Economy,271,[],One way
Vancouver International Airport,YVR,2026-01-03,18:30:00,Calgary International Airport,YYC,2026-01-03,20:59:00,Economy,185,[],One way
Vancouver International Airport,YVR,2026-01-03,19:45:00,Calgary International Airport,YYC,2026-01-03,22:16:00,Premium Economy,747,[],One way
Vancouver International Airport,YVR,2026-01-03,19:50:00,Calgary International Airport,YYC,2026-01-03,22:20:00,Economy,148,[],One way
Vancouver International Airport,YVR,2026-01-03,20:15:00,Calgary International Airport,YYC,2026-01-03,22:44:00,Economy,168,[],One way
Vancouver International Airport,YVR,2026-01-03,21:00:00,Edmonton International Airport,YEG,2026-01-03,23:37:00,Economy,230,[],One way
Vancouver International Airport,YVR,2026-01-03,21:15:00,Edmonton International Airport,YEG,2026-01-03,23:54:00,Economy,245,[],One way
Vancouver International Airport,YVR,2026-01-03,22:00:00,Edmonton International Airport,YEG,2026-01-04,00:37:00,Economy,173,[],One way
Vancouver International Airport,YVR,2026-01-03,22:00:00,Calgary International Airport,YYC,2026-01-04,00:29:00,Economy,185,[],One way
Vancouver International Airport,YVR,2026-01-03,22:05:00,Toronto Pearson International Airport,YYZ,2026-01-04,05:37:00,Economy,661,['Air Transat'],One way
Vancouver International Airport,YVR,2026-01-03,22:10:00,Calgary International Airport,YYC,2026-01-04,00:41:00,Economy,357,[],One way
Vancouver International Airport,YVR,2026-01-03,22:30:00,Toronto Pearson International Airport,YYZ,2026-01-04,05:59:00,Economy,491,[],One way
Vancouver International Airport,YVR,2026-01-03,22:30:00,Toronto Pearson International Airport,YYZ,2026-01-04,06:08:00,Economy,890,[],One way
Vancouver International Airport,YVR,2026-01-03,22:45:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-04,06:44:00,Economy,572,[],One way
Vancouver International Airport,YVR,2026-01-03,22:55:00,Toronto Pearson International Airport,YYZ,2026-01-04,06:40:00,Economy,415,[],One way
Vancouver International Airport,YVR,2026-01-03,23:05:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-04,07:02:00,Economy,333,['Air Transat'],One way
Vancouver International Airport,YVR,2026-01-03,23:10:00,Toronto Pearson International Airport,YYZ,2026-01-04,06:47:00,Economy,570,[],One way
Vancouver International Airport,YVR,2026-01-10,00:10:00,Toronto Pearson International Airport,YYZ,2026-01-10,07:50:00,Economy,66,[],One way
Vancouver International Airport,YVR,2026-01-10,05:30:00,Toronto Pearson International Airport,YYZ,2026-01-10,13:05:00,Economy,93,[],One way
Vancouver International Airport,YVR,2026-01-10,06:00:00,Toronto Pearson International Airport,YYZ,2026-01-10,13:40:00,Economy,79,[],One way
Vancouver International Airport,YVR,2026-01-10,07:00:00,Calgary International Airport,YYC,2026-01-10,09:35:00,Economy,90,[],One way
Vancouver International Airport,YVR,2026-01-10,07:00:00,Toronto Pearson International Airport,YYZ,2026-01-10,14:32:00,Economy,108,['Air Transat'],One way
Vancouver International Airport,YVR,2026-01-10,07:35:00,Toronto Pearson International Airport,YYZ,2026-01-10,15:10:00,Economy,310,[],One way
Vancouver International Airport,YVR,2026-01-10,08:00:00,Edmonton International Airport,YEG,2026-01-10,10:37:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-10,08:10:00,Calgary International Airport,YYC,2026-01-10,10:39:00,Economy,221,[],One way
Vancouver International Airport,YVR,2026-01-10,08:15:00,Calgary International Airport,YYC,2026-01-10,10:50:00,Economy,90,[],One way
Vancouver International Airport,YVR,2026-01-10,08:30:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-10,16:27:00,Economy,138,['Air Transat'],One way
Vancouver International Airport,YVR,2026-01-10,08:45:00,Toronto Pearson International Airport,YYZ,2026-01-10,16:09:00,Economy,310,[],One way
Vancouver International Airport,YVR,2026-01-10,08:50:00,Calgary International Airport,YYC,2026-01-10,11:20:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-10,09:00:00,Edmonton International Airport,YEG,2026-01-10,11:42:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-10,09:20:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-10,17:00:00,Economy,220,[],One way
Vancouver International Airport,YVR,2026-01-10,09:30:00,Edmonton International Airport,YEG,2026-01-10,12:05:00,Economy,43,[],One way
Vancouver International Airport,YVR,2026-01-10,09:30:00,Toronto Pearson International Airport,YYZ,2026-01-10,16:59:00,Economy,310,[],One way
Vancouver International Airport,YVR,2026-01-10,10:15:00,Calgary International Airport,YYC,2026-01-10,12:50:00,Economy,221,[],One way
Vancouver International Airport,YVR,2026-01-10,10:20:00,Edmonton International Airport,YEG,2026-01-10,12:54:00,Economy,100,[],One way
Vancouver International Airport,YVR,2026-01-10,10:20:00,Toronto Pearson International Airport,YYZ,2026-01-10,17:55:00,Economy,310,[],One way
Vancouver International Airport,YVR,2026-01-10,11:30:00,Calgary International Airport,YYC,2026-01-10,13:55:00,Economy,111,[],One way
Vancouver International Airport,YVR,2026-01-10,11:35:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-10,19:25:00,Economy,323,[],One way
Vancouver International Airport,YVR,2026-01-10,11:45:00,Calgary International Airport,YYC,2026-01-10,14:20:00,Economy,90,[],One way
Vancouver International Airport,YVR,2026-01-10,12:10:00,Toronto Pearson International Airport,YYZ,2026-01-10,19:35:00,Economy,310,[],One way
Vancouver International Airport,YVR,2026-01-10,12:25:00,Toronto Pearson International Airport,YYZ,2026-01-10,19:57:00,Economy,165,['Air Transat'],One way
Vancouver International Airport,YVR,2026-01-10,12:30:00,Edmonton International Airport,YEG,2026-01-10,15:09:00,Economy,86,[],One way
Vancouver International Airport,YVR,2026-01-10,13:10:00,Calgary International Airport,YYC,2026-01-10,15:39:00,Economy,127,[],One way
Vancouver International Airport,YVR,2026-01-10,13:20:00,Edmonton International Airport,YEG,2026-01-10,15:57:00,Economy,100,[],One way
Vancouver International Airport,YVR,2026-01-10,13:30:00,Toronto Pearson International Airport,YYZ,2026-01-10,20:54:00,Economy,310,[],One way
Vancouver International Airport,YVR,2026-01-10,13:45:00,Calgary International Airport,YYC,2026-01-10,16:15:00,Economy,221,[],One way
Vancouver International Airport,YVR,2026-01-10,14:00:00,Toronto Pearson International Airport,YYZ,2026-01-10,21:37:00,Economy,310,[],One way
Vancouver International Airport,YVR,2026-01-10,14:15:00,Toronto Pearson International Airport,YYZ,2026-01-10,21:53:00,Economy,277,[],One way
Vancouver International Airport,YVR,2026-01-10,14:45:00,Calgary International Airport,YYC,2026-01-10,17:15:00,Economy,83,[],One way
Vancouver International Airport,YVR,2026-01-10,15:10:00,Calgary International Airport,YYC,2026-01-10,17:39:00,Economy,144,[],One way
Vancouver International Airport,YVR,2026-01-10,15:45:00,Calgary International Airport,YYC,2026-01-10,18:16:00,Economy,90,[],One way
Vancouver International Airport,YVR,2026-01-10,15:45:00,Edmonton International Airport,YEG,2026-01-10,18:19:00,Economy,116,[],One way
Vancouver International Airport,YVR,2026-01-10,15:45:00,Toronto Pearson International Airport,YYZ,2026-01-10,23:22:00,Economy,310,[],One way
Vancouver International Airport,YVR,2026-01-10,16:30:00,Toronto Pearson International Airport,YYZ,2026-01-11,00:05:00,Economy,93,[],One way
Vancouver International Airport,YVR,2026-01-10,16:35:00,Calgary International Airport,YYC,2026-01-10,19:04:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-10,16:45:00,Calgary International Airport,YYC,2026-01-10,19:15:00,Economy,140,[],One way
Vancouver International Airport,YVR,2026-01-10,17:00:00,Toronto Pearson International Airport,YYZ,2026-01-11,00:38:00,Economy,107,[],One way
Vancouver International Airport,YVR,2026-01-10,17:15:00,Calgary International Airport,YYC,2026-01-10,19:44:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-10,17:40:00,Calgary International Airport,YYC,2026-01-10,20:09:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-10,17:40:00,Toronto Pearson International Airport,YYZ,2026-01-11,01:17:00,Economy,93,[],One way
Vancouver International Airport,YVR,2026-01-10,18:10:00,Edmonton International Airport,YEG,2026-01-10,20:47:00,Economy,100,[],One way
Vancouver International Airport,YVR,2026-01-10,18:15:00,Edmonton International Airport,YEG,2026-01-10,20:54:00,Economy,86,[],One way
Vancouver International Airport,YVR,2026-01-10,18:30:00,Calgary International Airport,YYC,2026-01-10,20:59:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-10,19:45:00,Calgary International Airport,YYC,2026-01-10,22:16:00,Economy,221,[],One way
Vancouver International Airport,YVR,2026-01-10,19:50:00,Edmonton International Airport,YEG,2026-01-10,22:25:00,Economy,43,[],One way
Vancouver International Airport,YVR,2026-01-10,20:15:00,Calgary International Airport,YYC,2026-01-10,22:44:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-10,21:00:00,Edmonton International Airport,YEG,2026-01-10,23:37:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-10,21:15:00,Edmonton International Airport,YEG,2026-01-10,23:54:00,Economy,311,[],One way
Vancouver International Airport,YVR,2026-01-10,22:00:00,Calgary International Airport,YYC,2026-01-11,00:29:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-10,22:00:00,Edmonton International Airport,YEG,2026-01-11,00:37:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-10,22:05:00,Toronto Pearson International Airport,YYZ,2026-01-11,05:37:00,Economy,136,['Air Transat'],One way
Vancouver International Airport,YVR,2026-01-10,22:10:00,Calgary International Airport,YYC,2026-01-11,00:41:00,Economy,140,[],One way
Vancouver International Airport,YVR,2026-01-10,22:30:00,Toronto Pearson International Airport,YYZ,2026-01-11,06:08:00,Economy,277,[],One way
Vancouver International Airport,YVR,2026-01-10,22:30:00,Toronto Pearson International Airport,YYZ,2026-01-11,05:59:00,Economy,310,[],One way
Vancouver International Airport,YVR,2026-01-10,22:45:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-11,06:44:00,Economy,323,[],One way
Vancouver International Airport,YVR,2026-01-10,22:55:00,Toronto Pearson International Airport,YYZ,2026-01-11,06:40:00,Economy,66,[],One way
Vancouver International Airport,YVR,2026-01-10,23:10:00,Toronto Pearson International Airport,YYZ,2026-01-11,06:47:00,Economy,188,[],One way
Vancouver International Airport,YVR,2026-01-17,00:10:00,Toronto Pearson International Airport,YYZ,2026-01-17,07:50:00,Economy,66,[],One way
Vancouver International Airport,YVR,2026-01-17,05:30:00,Toronto Pearson International Airport,YYZ,2026-01-17,13:05:00,Economy,93,[],One way
Vancouver International Airport,YVR,2026-01-17,06:00:00,Toronto Pearson International Airport,YYZ,2026-01-17,13:40:00,Economy,79,[],One way
Vancouver International Airport,YVR,2026-01-17,07:00:00,Calgary International Airport,YYC,2026-01-17,09:35:00,Economy,90,[],One way
Vancouver International Airport,YVR,2026-01-17,07:00:00,Toronto Pearson International Airport,YYZ,2026-01-17,14:32:00,Economy,108,['Air Transat'],One way
Vancouver International Airport,YVR,2026-01-17,07:35:00,Toronto Pearson International Airport,YYZ,2026-01-17,15:10:00,Economy,165,[],One way
Vancouver International Airport,YVR,2026-01-17,08:00:00,Edmonton International Airport,YEG,2026-01-17,10:37:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-17,08:10:00,Calgary International Airport,YYC,2026-01-17,10:39:00,Economy,277,[],One way
Vancouver International Airport,YVR,2026-01-17,08:15:00,Calgary International Airport,YYC,2026-01-17,10:50:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-17,08:30:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-17,16:27:00,Economy,138,['Air Transat'],One way
Vancouver International Airport,YVR,2026-01-17,08:45:00,Toronto Pearson International Airport,YYZ,2026-01-17,16:09:00,Economy,310,[],One way
Vancouver International Airport,YVR,2026-01-17,08:50:00,Calgary International Airport,YYC,2026-01-17,11:20:00,Economy,50,[],One way
Vancouver International Airport,YVR,2026-01-17,09:00:00,Edmonton International Airport,YEG,2026-01-17,11:42:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-17,09:20:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-17,17:00:00,Economy,196,[],One way
Vancouver International Airport,YVR,2026-01-17,09:30:00,Edmonton International Airport,YEG,2026-01-17,12:05:00,Economy,29,[],One way
Vancouver International Airport,YVR,2026-01-17,09:30:00,Toronto Pearson International Airport,YYZ,2026-01-17,16:59:00,Economy,188,[],One way
Vancouver International Airport,YVR,2026-01-17,10:15:00,Calgary International Airport,YYC,2026-01-17,12:50:00,Economy,90,[],One way
Vancouver International Airport,YVR,2026-01-17,10:20:00,Edmonton International Airport,YEG,2026-01-17,12:54:00,Economy,132,[],One way
Vancouver International Airport,YVR,2026-01-17,10:20:00,Toronto Pearson International Airport,YYZ,2026-01-17,17:57:00,Economy,310,[],One way
Vancouver International Airport,YVR,2026-01-17,11:30:00,Calgary International Airport,YYC,2026-01-17,13:55:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-17,11:35:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-17,19:25:00,Economy,323,[],One way
Vancouver International Airport,YVR,2026-01-17,11:45:00,Calgary International Airport,YYC,2026-01-17,14:20:00,Economy,90,[],One way
Vancouver International Airport,YVR,2026-01-17,12:10:00,Toronto Pearson International Airport,YYZ,2026-01-17,19:35:00,Economy,93,[],One way
Vancouver International Airport,YVR,2026-01-17,12:25:00,Toronto Pearson International Airport,YYZ,2026-01-17,19:57:00,Economy,153,['Air Transat'],One way
Vancouver International Airport,YVR,2026-01-17,12:30:00,Edmonton International Airport,YEG,2026-01-17,15:09:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-17,13:10:00,Calgary International Airport,YYC,2026-01-17,15:39:00,Economy,127,[],One way
Vancouver International Airport,YVR,2026-01-17,13:15:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-17,21:14:00,Economy,323,[],One way
Vancouver International Airport,YVR,2026-01-17,13:20:00,Edmonton International Airport,YEG,2026-01-17,15:57:00,Economy,116,[],One way
Vancouver International Airport,YVR,2026-01-17,13:30:00,Toronto Pearson International Airport,YYZ,2026-01-17,20:54:00,Economy,310,[],One way
Vancouver International Airport,YVR,2026-01-17,13:45:00,Calgary International Airport,YYC,2026-01-17,16:15:00,Economy,90,[],One way
Vancouver International Airport,YVR,2026-01-17,14:00:00,Toronto Pearson International Airport,YYZ,2026-01-17,21:37:00,Economy,165,[],One way
Vancouver International Airport,YVR,2026-01-17,14:15:00,Toronto Pearson International Airport,YYZ,2026-01-17,21:53:00,Economy,79,[],One way
Vancouver International Airport,YVR,2026-01-17,14:45:00,Calgary International Airport,YYC,2026-01-17,17:15:00,Economy,36,[],One way
Vancouver International Airport,YVR,2026-01-17,15:10:00,Calgary International Airport,YYC,2026-01-17,17:39:00,Economy,127,[],One way
Vancouver International Airport,YVR,2026-01-17,15:45:00,Toronto Pearson International Airport,YYZ,2026-01-17,23:22:00,Economy,93,[],One way
Vancouver International Airport,YVR,2026-01-17,15:45:00,Edmonton International Airport,YEG,2026-01-17,18:19:00,Economy,116,[],One way
Vancouver International Airport,YVR,2026-01-17,15:45:00,Calgary International Airport,YYC,2026-01-17,18:16:00,Economy,140,[],One way
Vancouver International Airport,YVR,2026-01-17,16:35:00,Calgary International Airport,YYC,2026-01-17,19:04:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-17,16:45:00,Calgary International Airport,YYC,2026-01-17,19:15:00,Economy,90,[],One way
Vancouver International Airport,YVR,2026-01-17,17:00:00,Toronto Pearson International Airport,YYZ,2026-01-18,00:38:00,Economy,79,[],One way
Vancouver International Airport,YVR,2026-01-17,17:15:00,Calgary International Airport,YYC,2026-01-17,19:44:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-17,17:40:00,Calgary International Airport,YYC,2026-01-17,20:09:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-17,17:40:00,Toronto Pearson International Airport,YYZ,2026-01-18,01:17:00,Economy,93,[],One way
Vancouver International Airport,YVR,2026-01-17,18:10:00,Edmonton International Airport,YEG,2026-01-17,20:47:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-17,18:15:00,Edmonton International Airport,YEG,2026-01-17,20:54:00,Economy,129,[],One way
Vancouver International Airport,YVR,2026-01-17,18:30:00,Calgary International Airport,YYC,2026-01-17,20:59:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-17,19:45:00,Calgary International Airport,YYC,2026-01-17,22:16:00,Economy,277,[],One way
Vancouver International Airport,YVR,2026-01-17,19:50:00,Edmonton International Airport,YEG,2026-01-17,22:25:00,Economy,36,[],One way
Vancouver International Airport,YVR,2026-01-17,20:15:00,Calgary International Airport,YYC,2026-01-17,22:44:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-17,21:00:00,Edmonton International Airport,YEG,2026-01-17,23:37:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-17,21:15:00,Edmonton International Airport,YEG,2026-01-17,23:54:00,Economy,236,[],One way
Vancouver International Airport,YVR,2026-01-17,22:00:00,Calgary International Airport,YYC,2026-01-18,00:29:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-17,22:00:00,Edmonton International Airport,YEG,2026-01-18,00:37:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-17,22:05:00,Toronto Pearson International Airport,YYZ,2026-01-18,05:37:00,Economy,136,['Air Transat'],One way
Vancouver International Airport,YVR,2026-01-17,22:10:00,Calgary International Airport,YYC,2026-01-18,00:41:00,Economy,246,[],One way
Vancouver International Airport,YVR,2026-01-17,22:30:00,Toronto Pearson International Airport,YYZ,2026-01-18,06:08:00,Economy,107,[],One way
Vancouver International Airport,YVR,2026-01-17,22:45:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-18,06:44:00,Economy,220,[],One way
Vancouver International Airport,YVR,2026-01-17,22:50:00,Toronto Pearson International Airport,YYZ,2026-01-18,06:19:00,Economy,93,[],One way
Vancouver International Airport,YVR,2026-01-17,22:55:00,Toronto Pearson International Airport,YYZ,2026-01-18,06:40:00,Economy,66,[],One way
Vancouver International Airport,YVR,2026-01-24,00:10:00,Toronto Pearson International Airport,YYZ,2026-01-24,07:50:00,Economy,66,[],One way
Vancouver International Airport,YVR,2026-01-24,05:30:00,Toronto Pearson International Airport,YYZ,2026-01-24,13:05:00,Economy,93,[],One way
Vancouver International Airport,YVR,2026-01-24,06:00:00,Toronto Pearson International Airport,YYZ,2026-01-24,13:40:00,Economy,79,[],One way
Vancouver International Airport,YVR,2026-01-24,07:00:00,Toronto Pearson International Airport,YYZ,2026-01-24,14:32:00,Economy,108,['Air Transat'],One way
Vancouver International Airport,YVR,2026-01-24,07:00:00,Calgary International Airport,YYC,2026-01-24,09:35:00,Economy,140,[],One way
Vancouver International Airport,YVR,2026-01-24,07:35:00,Toronto Pearson International Airport,YYZ,2026-01-24,15:10:00,Economy,165,[],One way
Vancouver International Airport,YVR,2026-01-24,08:00:00,Edmonton International Airport,YEG,2026-01-24,10:37:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-24,08:10:00,Calgary International Airport,YYC,2026-01-24,10:39:00,Economy,277,[],One way
Vancouver International Airport,YVR,2026-01-24,08:15:00,Calgary International Airport,YYC,2026-01-24,10:50:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-24,08:30:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-24,16:27:00,Economy,196,['Air Transat'],One way
Vancouver International Airport,YVR,2026-01-24,08:45:00,Toronto Pearson International Airport,YYZ,2026-01-24,16:09:00,Economy,188,[],One way
Vancouver International Airport,YVR,2026-01-24,08:50:00,Calgary International Airport,YYC,2026-01-24,11:20:00,Economy,36,[],One way
Vancouver International Airport,YVR,2026-01-24,09:00:00,Edmonton International Airport,YEG,2026-01-24,11:42:00,Economy,58,[],One way
Vancouver International Airport,YVR,2026-01-24,09:20:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-24,17:00:00,Economy,323,[],One way
Vancouver International Airport,YVR,2026-01-24,09:30:00,Edmonton International Airport,YEG,2026-01-24,12:05:00,Economy,29,[],One way
Vancouver International Airport,YVR,2026-01-24,09:30:00,Toronto Pearson International Airport,YYZ,2026-01-24,16:59:00,Economy,188,[],One way
Vancouver International Airport,YVR,2026-01-24,10:15:00,Calgary International Airport,YYC,2026-01-24,12:50:00,Economy,90,[],One way
Vancouver International Airport,YVR,2026-01-24,10:20:00,Edmonton International Airport,YEG,2026-01-24,12:54:00,Economy,100,[],One way
Vancouver International Airport,YVR,2026-01-24,10:20:00,Toronto Pearson International Airport,YYZ,2026-01-24,17:55:00,Economy,188,[],One way
Vancouver International Airport,YVR,2026-01-24,11:30:00,Calgary International Airport,YYC,2026-01-24,13:55:00,Economy,111,[],One way
Vancouver International Airport,YVR,2026-01-24,11:35:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-24,19:25:00,Economy,220,[],One way
Vancouver International Airport,YVR,2026-01-24,11:45:00,Calgary International Airport,YYC,2026-01-24,14:20:00,Economy,90,[],One way
Vancouver International Airport,YVR,2026-01-24,12:10:00,Toronto Pearson International Airport,YYZ,2026-01-24,19:35:00,Economy,165,[],One way
