apt_name_dp,apt_IATA_dp,apt_time_dt_dp,apt_time_tm_dp,apt_name_ds,apt_IATA_ds,apt_time_dt_ds,apt_time_tm_ds,trip_class,price,ticket_sold_by,travel_type
Toronto Pearson International Airport,YYZ,2025-11-29,00:30:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,01:53:00,Economy,212,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,06:20:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,07:48:00,Economy,212,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,06:30:00,Vancouver International Airport,YVR,2025-11-29,09:04:00,Economy,109,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,06:30:00,Calgary International Airport,YYC,2025-11-29,09:05:00,Economy,289,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,07:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,08:23:00,Economy,159,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,07:55:00,Vancouver International Airport,YVR,2025-11-29,10:20:00,Economy,96,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,08:00:00,Edmonton International Airport,YEG,2025-11-29,10:23:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,08:00:00,Edmonton International Airport,YEG,2025-11-29,10:33:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,08:00:00,Vancouver International Airport,YVR,2025-11-29,10:00:00,Economy,155,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,08:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,09:23:00,Economy,159,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,08:10:00,Calgary International Airport,YYC,2025-11-29,10:34:00,Economy,169,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,08:15:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,09:40:00,Economy,159,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-11-29,08:30:00,Vancouver International Airport,YVR,2025-11-29,10:47:00,Economy,155,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,09:00:00,Vancouver International Airport,YVR,2025-11-29,11:07:00,Economy,155,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,09:10:00,Vancouver International Airport,YVR,2025-11-29,11:29:00,Economy,142,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-11-29,09:15:00,Calgary International Airport,YYC,2025-11-29,11:42:00,Economy,105,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-11-29,09:30:00,Edmonton International Airport,YEG,2025-11-29,11:51:00,Economy,111,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-11-29,10:00:00,Edmonton International Airport,YEG,2025-11-29,12:23:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,10:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,11:23:00,Economy,212,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,10:00:00,Vancouver International Airport,YVR,2025-11-29,12:07:00,Economy,227,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,10:00:00,Calgary International Airport,YYC,2025-11-29,12:24:00,Economy,231,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,10:30:00,Vancouver International Airport,YVR,2025-11-29,13:04:00,Economy,308,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,11:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,12:22:00,Economy,159,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,12:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,13:22:00,Economy,212,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,12:25:00,Vancouver International Airport,YVR,2025-11-29,14:42:00,Economy,343,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,13:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,14:22:00,Economy,212,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,13:05:00,Calgary International Airport,YYC,2025-11-29,15:32:00,Economy,105,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-11-29,13:05:00,Vancouver International Airport,YVR,2025-11-29,15:24:00,Economy,207,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-11-29,13:15:00,Edmonton International Airport,YEG,2025-11-29,15:36:00,Economy,143,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-11-29,13:30:00,Calgary International Airport,YYC,2025-11-29,16:00:00,Economy,223,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,14:10:00,Calgary International Airport,YYC,2025-11-29,16:40:00,Economy,76,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,14:10:00,Vancouver International Airport,YVR,2025-11-29,16:27:00,Economy,283,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,14:40:00,Calgary International Airport,YYC,2025-11-29,17:04:00,Economy,169,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,15:30:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,16:55:00,Economy,159,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-11-29,16:00:00,Calgary International Airport,YYC,2025-11-29,18:32:00,Economy,105,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,16:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,17:22:00,Economy,212,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,16:30:00,Calgary International Airport,YYC,2025-11-29,18:54:00,Economy,105,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,16:40:00,Vancouver International Airport,YVR,2025-11-29,18:57:00,Economy,283,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,16:45:00,Edmonton International Airport,YEG,2025-11-29,19:08:00,Economy,219,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,17:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,18:25:00,Economy,159,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-11-29,17:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,18:23:00,Economy,212,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,17:55:00,Vancouver International Airport,YVR,2025-11-29,20:02:00,Economy,155,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,18:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,19:22:00,Economy,212,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,18:15:00,Calgary International Airport,YYC,2025-11-29,20:39:00,Economy,105,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,18:30:00,Edmonton International Airport,YEG,2025-11-29,21:00:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,18:30:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,19:53:00,Economy,212,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,18:30:00,Calgary International Airport,YYC,2025-11-29,21:02:00,Economy,223,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,18:40:00,Edmonton International Airport,YEG,2025-11-29,21:03:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,18:40:00,Vancouver International Airport,YVR,2025-11-29,20:47:00,Economy,227,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,18:45:00,Vancouver International Airport,YVR,2025-11-29,21:04:00,Economy,142,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-11-29,18:45:00,Vancouver International Airport,YVR,2025-11-29,21:15:00,Economy,235,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,20:20:00,Vancouver International Airport,YVR,2025-11-29,22:20:00,Economy,109,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,20:30:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,21:52:00,Economy,212,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,20:55:00,Calgary International Airport,YYC,2025-11-29,23:22:00,Economy,105,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-11-29,20:55:00,Edmonton International Airport,YEG,2025-11-29,23:18:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,20:55:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,22:20:00,Economy,159,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-11-29,21:00:00,Vancouver International Airport,YVR,2025-11-29,23:25:00,Economy,96,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,21:30:00,Calgary International Airport,YYC,2025-11-30,00:05:00,Economy,61,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,21:50:00,Calgary International Airport,YYC,2025-11-30,00:14:00,Economy,105,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,22:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,23:22:00,Economy,212,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,22:15:00,Calgary International Airport,YYC,2025-11-30,00:44:00,Economy,105,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,22:15:00,Vancouver International Airport,YVR,2025-11-30,00:44:00,Economy,109,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,22:15:00,Edmonton International Airport,YEG,2025-11-30,00:44:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,22:35:00,Vancouver International Airport,YVR,2025-11-30,00:50:00,Economy,155,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,23:10:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-30,00:32:00,Economy,159,[],One way
Toronto Pearson International Airport,YYZ,2025-11-29,23:10:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-30,00:35:00,Economy,159,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-11-29,23:15:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-30,00:43:00,Economy,90,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,00:30:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,01:53:00,Economy,191,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,06:15:00,Vancouver International Airport,YVR,2025-12-06,08:32:00,Economy,109,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,06:20:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,07:48:00,Economy,191,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,06:30:00,Vancouver International Airport,YVR,2025-12-06,09:04:00,Economy,109,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,06:30:00,Calgary International Airport,YYC,2025-12-06,09:05:00,Economy,289,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,07:00:00,Vancouver International Airport,YVR,2025-12-06,09:15:00,Economy,155,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,07:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,08:23:00,Economy,159,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,07:55:00,Vancouver International Airport,YVR,2025-12-06,10:20:00,Economy,96,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,08:00:00,Edmonton International Airport,YEG,2025-12-06,10:20:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,08:00:00,Edmonton International Airport,YEG,2025-12-06,10:33:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,08:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,09:22:00,Economy,159,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,08:00:00,Vancouver International Airport,YVR,2025-12-06,10:00:00,Economy,212,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,08:15:00,Calgary International Airport,YYC,2025-12-06,10:39:00,Economy,105,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,08:15:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,09:40:00,Economy,159,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-06,09:00:00,Vancouver International Airport,YVR,2025-12-06,11:07:00,Economy,212,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,09:10:00,Vancouver International Airport,YVR,2025-12-06,11:30:00,Economy,142,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-06,09:15:00,Calgary International Airport,YYC,2025-12-06,11:42:00,Economy,105,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-06,09:30:00,Edmonton International Airport,YEG,2025-12-06,11:51:00,Economy,126,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-06,10:00:00,Edmonton International Airport,YEG,2025-12-06,12:23:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,10:00:00,Calgary International Airport,YYC,2025-12-06,12:24:00,Economy,169,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,10:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,11:23:00,Economy,191,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,10:30:00,Vancouver International Airport,YVR,2025-12-06,13:04:00,Economy,142,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,11:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,12:22:00,Economy,159,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,12:00:00,Edmonton International Airport,YEG,2025-12-06,14:23:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,12:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,13:22:00,Economy,191,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,12:30:00,Vancouver International Airport,YVR,2025-12-06,14:47:00,Economy,283,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,13:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,14:22:00,Economy,191,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,13:05:00,Vancouver International Airport,YVR,2025-12-06,15:25:00,Economy,142,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-06,13:05:00,Calgary International Airport,YYC,2025-12-06,15:32:00,Economy,153,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-06,13:15:00,Edmonton International Airport,YEG,2025-12-06,15:36:00,Economy,126,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-06,13:30:00,Calgary International Airport,YYC,2025-12-06,16:00:00,Economy,223,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,14:10:00,Calgary International Airport,YYC,2025-12-06,16:40:00,Economy,90,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,14:10:00,Vancouver International Airport,YVR,2025-12-06,16:27:00,Economy,227,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,14:40:00,Calgary International Airport,YYC,2025-12-06,17:04:00,Economy,169,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,15:30:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,16:55:00,Economy,159,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-06,16:00:00,Calgary International Airport,YYC,2025-12-06,18:32:00,Economy,105,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,16:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,17:25:00,Economy,191,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,16:30:00,Calgary International Airport,YYC,2025-12-06,18:54:00,Economy,105,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,16:40:00,Vancouver International Airport,YVR,2025-12-06,18:57:00,Economy,227,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,16:45:00,Edmonton International Airport,YEG,2025-12-06,19:08:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,17:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,18:25:00,Economy,159,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-06,17:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,18:23:00,Economy,191,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,17:55:00,Vancouver International Airport,YVR,2025-12-06,20:02:00,Economy,155,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,18:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,19:22:00,Economy,191,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,18:15:00,Calgary International Airport,YYC,2025-12-06,20:39:00,Economy,105,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,18:30:00,Calgary International Airport,YYC,2025-12-06,21:02:00,Economy,105,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,18:30:00,Edmonton International Airport,YEG,2025-12-06,21:00:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,18:40:00,Edmonton International Airport,YEG,2025-12-06,21:03:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,18:45:00,Vancouver International Airport,YVR,2025-12-06,21:05:00,Economy,142,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-06,18:45:00,Vancouver International Airport,YVR,2025-12-06,20:52:00,Economy,155,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,18:45:00,Vancouver International Airport,YVR,2025-12-06,21:15:00,Economy,235,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,20:20:00,Vancouver International Airport,YVR,2025-12-06,22:20:00,Economy,109,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,20:30:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,21:52:00,Economy,191,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,20:55:00,Calgary International Airport,YYC,2025-12-06,23:22:00,Economy,105,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-06,20:55:00,Edmonton International Airport,YEG,2025-12-06,23:18:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,21:00:00,Vancouver International Airport,YVR,2025-12-06,23:25:00,Economy,96,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,21:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,22:25:00,Economy,159,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-06,21:30:00,Calgary International Airport,YYC,2025-12-07,00:05:00,Economy,61,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,21:50:00,Calgary International Airport,YYC,2025-12-07,00:14:00,Economy,105,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,22:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,23:22:00,Economy,191,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,22:15:00,Calgary International Airport,YYC,2025-12-07,00:44:00,Economy,105,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,22:15:00,Vancouver International Airport,YVR,2025-12-07,00:44:00,Economy,109,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,22:15:00,Edmonton International Airport,YEG,2025-12-07,00:44:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,22:35:00,Vancouver International Airport,YVR,2025-12-07,00:50:00,Economy,109,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,23:10:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-07,00:32:00,Economy,159,[],One way
Toronto Pearson International Airport,YYZ,2025-12-06,23:10:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-07,00:35:00,Economy,159,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-06,23:15:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-07,00:43:00,Economy,106,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,00:30:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,01:53:00,Economy,191,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,06:15:00,Vancouver International Airport,YVR,2025-12-13,08:32:00,Economy,155,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,06:20:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,07:48:00,Economy,191,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,06:30:00,Vancouver International Airport,YVR,2025-12-13,09:04:00,Economy,146,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,06:30:00,Calgary International Airport,YYC,2025-12-13,09:05:00,Economy,235,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,07:00:00,Vancouver International Airport,YVR,2025-12-13,09:15:00,Economy,109,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,07:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,08:23:00,Economy,159,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,07:55:00,Vancouver International Airport,YVR,2025-12-13,10:20:00,Economy,111,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,08:00:00,Edmonton International Airport,YEG,2025-12-13,10:20:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,08:00:00,Edmonton International Airport,YEG,2025-12-13,10:33:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,08:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,09:22:00,Economy,159,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,08:00:00,Vancouver International Airport,YVR,2025-12-13,10:00:00,Economy,283,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,08:15:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,09:40:00,Economy,159,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-13,08:15:00,Calgary International Airport,YYC,2025-12-13,10:39:00,Economy,243,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,09:00:00,Vancouver International Airport,YVR,2025-12-13,11:07:00,Economy,283,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,09:10:00,Vancouver International Airport,YVR,2025-12-13,11:30:00,Economy,183,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-13,09:15:00,Calgary International Airport,YYC,2025-12-13,11:42:00,Economy,105,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-13,09:30:00,Edmonton International Airport,YEG,2025-12-13,11:51:00,Economy,135,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-13,10:00:00,Edmonton International Airport,YEG,2025-12-13,12:23:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,10:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,11:23:00,Economy,191,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,10:00:00,Calgary International Airport,YYC,2025-12-13,12:24:00,Economy,287,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,10:30:00,Vancouver International Airport,YVR,2025-12-13,13:04:00,Economy,448,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,11:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,12:22:00,Economy,159,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,12:00:00,Edmonton International Airport,YEG,2025-12-13,14:23:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,12:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,13:22:00,Economy,191,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,12:30:00,Vancouver International Airport,YVR,2025-12-13,14:47:00,Economy,355,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,13:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,14:22:00,Economy,191,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,13:05:00,Calgary International Airport,YYC,2025-12-13,15:32:00,Economy,165,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-13,13:05:00,Vancouver International Airport,YVR,2025-12-13,15:25:00,Economy,199,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-13,13:15:00,Edmonton International Airport,YEG,2025-12-13,15:36:00,Economy,135,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-13,13:30:00,Calgary International Airport,YYC,2025-12-13,16:00:00,Economy,478,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,14:10:00,Calgary International Airport,YYC,2025-12-13,16:40:00,Economy,133,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,14:10:00,Vancouver International Airport,YVR,2025-12-13,16:27:00,Economy,283,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,14:40:00,Calgary International Airport,YYC,2025-12-13,17:04:00,Economy,287,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,15:30:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,16:55:00,Economy,159,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-13,16:00:00,Calgary International Airport,YYC,2025-12-13,18:32:00,Economy,105,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,16:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,17:25:00,Economy,191,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,16:30:00,Calgary International Airport,YYC,2025-12-13,18:54:00,Economy,169,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,16:40:00,Vancouver International Airport,YVR,2025-12-13,18:57:00,Economy,283,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,16:45:00,Edmonton International Airport,YEG,2025-12-13,19:08:00,Economy,183,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,17:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,18:25:00,Economy,159,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-13,17:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,18:23:00,Economy,191,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,17:55:00,Vancouver International Airport,YVR,2025-12-13,20:02:00,Economy,109,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,18:00:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,19:22:00,Economy,191,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,18:15:00,Calgary International Airport,YYC,2025-12-13,20:39:00,Economy,105,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,18:30:00,Edmonton International Airport,YEG,2025-12-13,21:00:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,18:30:00,Calgary International Airport,YYC,2025-12-13,21:02:00,Economy,235,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,18:40:00,Edmonton International Airport,YEG,2025-12-13,21:03:00,Economy,112,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,18:45:00,Vancouver International Airport,YVR,2025-12-13,21:05:00,Economy,146,['Air Transat'],One way
Toronto Pearson International Airport,YYZ,2025-12-13,18:45:00,Vancouver International Airport,YVR,2025-12-13,20:52:00,Economy,224,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,18:45:00,Vancouver International Airport,YVR,2025-12-13,21:15:00,Economy,320,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,20:20:00,Vancouver International Airport,YVR,2025-12-13,22:20:00,Economy,283,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,20:30:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,21:52:00,Economy,191,[],One way
Toronto Pearson International Airport,YYZ,2025-12-13,20:55:00,Calgary International Airport,YYC,2025-12-13,23:22:00,Economy,105,['Air Transat'],One way
